Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27,0,Travel_Rarely,Research & Development,7,3,Medical,4,Female,2,Healthcare Representative,1,Single,6811,Y,No,19,3,1,9,1,7,6,0,7
29,0,Travel_Rarely,Sales,10,3,Marketing,4,Male,1,Sales Representative,2,Divorced,2297,Y,No,14,3,4,2,3,2,2,2,2
53,0,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,2,Laboratory Technician,4,Single,2450,Y,No,17,3,4,19,3,2,2,2,2
35,0,Non-Travel,Research & Development,2,4,Life Sciences,4,Female,2,Healthcare Representative,1,Divorced,5093,Y,No,11,3,1,16,4,1,0,0,0
32,0,Travel_Frequently,Research & Development,24,4,Life Sciences,1,Male,2,Laboratory Technician,4,Married,5309,Y,No,15,3,4,10,3,10,8,4,7
38,0,Travel_Rarely,Research & Development,2,5,Medical,4,Male,1,Research Scientist,3,Married,3057,Y,Yes,13,3,2,6,1,1,0,0,1
34,0,Travel_Rarely,Research & Development,8,5,Life Sciences,2,Female,2,Manufacturing Director,1,Divorced,5121,Y,No,14,3,3,7,3,0,0,0,0
52,0,Travel_Rarely,Sales,3,4,Marketing,3,Male,4,Manager,1,Married,16856,Y,No,11,3,1,34,4,34,6,1,16
33,1,Travel_Rarely,Research & Development,1,4,Other,4,Male,1,Research Scientist,4,Single,2686,Y,Yes,13,3,3,10,2,10,9,7,8
25,0,Travel_Rarely,Sales,26,1,Medical,3,Female,2,Sales Executive,4,Single,6180,Y,No,23,4,2,6,2,6,5,1,4
45,0,Travel_Rarely,Sales,2,2,Technical Degree,2,Male,2,Sales Representative,3,Single,6632,Y,No,13,3,1,9,3,8,7,3,1
23,0,Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,Research Scientist,3,Single,3505,Y,No,18,3,4,2,3,2,2,0,2
47,1,Travel_Frequently,Sales,27,2,Life Sciences,2,Female,2,Sales Executive,3,Single,6397,Y,Yes,12,3,4,8,3,5,4,1,3
34,0,Travel_Rarely,Sales,2,3,Other,4,Male,2,Sales Executive,4,Single,6274,Y,No,22,4,3,6,3,6,5,1,4
55,1,Travel_Rarely,Research & Development,2,3,Medical,4,Male,5,Manager,1,Married,19859,Y,Yes,13,3,4,24,3,5,2,1,4
36,0,Non-Travel,Sales,8,4,Life Sciences,1,Male,3,Sales Executive,1,Single,7587,Y,No,15,3,2,10,3,10,7,0,9
52,0,Non-Travel,Research & Development,19,4,Medical,4,Male,1,Research Scientist,4,Married,4258,Y,No,18,3,1,5,3,4,3,1,2
26,0,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,1,Laboratory Technician,4,Divorced,4364,Y,No,14,3,1,5,3,2,2,2,0
29,0,Travel_Rarely,Research & Development,27,3,Medical,2,Female,2,Healthcare Representative,3,Married,4335,Y,No,12,3,1,11,2,8,7,1,1
26,1,Travel_Rarely,Sales,8,3,Technical Degree,4,Male,2,Sales Executive,1,Single,5326,Y,No,17,3,3,6,2,4,3,1,2
34,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,1,Research Scientist,4,Single,3280,Y,No,16,3,3,10,3,4,2,1,3
54,0,Travel_Rarely,Research & Development,19,4,Medical,4,Female,2,Manufacturing Director,1,Divorced,5485,Y,Yes,11,3,2,9,3,5,3,1,4
27,0,Travel_Frequently,Sales,8,1,Marketing,3,Male,2,Sales Executive,4,Married,4342,Y,No,19,3,2,5,3,4,2,1,1
37,0,Travel_Rarely,Research & Development,10,1,Life Sciences,4,Female,1,Research Scientist,1,Divorced,2782,Y,Yes,13,3,2,6,2,5,3,4,3
38,0,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,2,Manufacturing Director,1,Single,5980,Y,Yes,12,3,4,17,3,15,7,4,12
34,0,Travel_Rarely,Research & Development,2,4,Medical,3,Female,1,Research Scientist,1,Single,4381,Y,No,11,3,3,6,3,6,5,1,3
35,0,Travel_Rarely,Sales,8,4,Life Sciences,1,Female,1,Sales Representative,4,Married,2572,Y,No,16,3,2,3,2,3,2,0,2
30,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,1,Laboratory Technician,3,Married,3833,Y,No,21,4,3,7,3,2,2,0,2
40,0,Travel_Frequently,Research & Development,2,2,Medical,3,Female,2,Healthcare Representative,2,Married,4244,Y,No,24,4,4,8,3,8,7,3,7
34,0,Travel_Rarely,Sales,8,2,Life Sciences,3,Female,2,Sales Executive,1,Married,6500,Y,No,17,3,2,6,3,3,2,1,2
42,0,Travel_Frequently,Research & Development,8,3,Life Sciences,2,Male,5,Manager,4,Divorced,18430,Y,No,13,3,2,24,2,24,7,14,9
23,1,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Male,1,Laboratory Technician,1,Married,1601,Y,Yes,21,4,3,1,3,0,0,0,0
24,0,Non-Travel,Research & Development,9,3,Life Sciences,3,Male,1,Laboratory Technician,2,Divorced,2694,Y,No,11,3,3,1,3,1,0,0,0
52,0,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Female,2,Laboratory Technician,3,Married,3149,Y,No,20,4,2,9,3,5,2,1,4
50,0,Travel_Rarely,Research & Development,2,3,Medical,3,Male,4,Research Director,3,Married,17639,Y,No,16,3,4,30,3,4,3,0,3
29,1,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Female,1,Laboratory Technician,1,Married,2319,Y,Yes,11,3,4,1,3,1,0,0,0
33,0,Travel_Rarely,Research & Development,7,3,Medical,3,Male,3,Research Director,3,Married,11691,Y,No,11,3,4,14,4,13,9,3,7
33,1,Travel_Rarely,Sales,16,3,Marketing,1,Female,2,Sales Executive,1,Single,5324,Y,No,15,3,3,6,3,3,2,0,2
47,0,Travel_Rarely,Research & Development,2,2,Other,3,Female,4,Manager,4,Married,16752,Y,Yes,11,3,3,26,2,26,14,3,0
36,0,Travel_Rarely,Research & Development,1,3,Other,3,Female,2,Manufacturing Director,2,Married,5228,Y,No,15,3,1,10,3,9,7,0,5
29,0,Travel_Rarely,Research & Development,23,2,Life Sciences,3,Male,1,Research Scientist,3,Married,2700,Y,No,24,4,3,10,3,10,7,0,7
58,1,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,5,Research Director,2,Single,19246,Y,Yes,12,3,4,40,3,31,15,13,8
35,0,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,1,Research Scientist,3,Single,2506,Y,No,13,3,3,7,3,2,2,2,2
42,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Female,2,Manufacturing Director,4,Married,6062,Y,Yes,13,3,4,8,3,4,3,0,2
28,1,Travel_Rarely,Research & Development,2,4,Medical,3,Male,1,Research Scientist,3,Single,4382,Y,No,17,3,4,5,2,2,2,2,1
36,0,Travel_Rarely,Human Resources,13,3,Human Resources,3,Male,1,Human Resources,2,Married,2143,Y,No,13,3,2,8,3,5,2,0,4
32,0,Travel_Rarely,Research & Development,4,3,Life Sciences,3,Female,2,Manufacturing Director,3,Married,6162,Y,No,12,3,3,14,3,14,13,6,8
40,0,Travel_Frequently,Research & Development,16,4,Medical,1,Male,2,Laboratory Technician,3,Single,5094,Y,No,14,3,4,10,3,1,0,0,0
30,0,Travel_Rarely,Research & Development,2,3,Medical,3,Female,2,Manufacturing Director,4,Single,6877,Y,Yes,24,4,2,12,2,0,0,0,0
45,0,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Female,1,Research Scientist,3,Single,2274,Y,No,14,3,4,1,3,1,0,0,0
42,0,Travel_Rarely,Research & Development,29,3,Life Sciences,2,Male,2,Manufacturing Director,2,Married,4434,Y,No,13,3,4,10,2,9,8,7,8
38,0,Travel_Frequently,Research & Development,12,3,Life Sciences,1,Male,2,Healthcare Representative,1,Divorced,6288,Y,No,15,3,3,13,2,4,3,1,2
34,0,Travel_Frequently,Research & Development,16,4,Life Sciences,3,Female,1,Research Scientist,4,Single,2553,Y,No,16,3,3,6,3,5,2,1,3
49,1,Travel_Rarely,Sales,11,3,Marketing,3,Female,3,Sales Executive,4,Married,7654,Y,No,18,3,1,9,4,9,8,7,7
55,1,Travel_Rarely,Sales,2,1,Medical,3,Male,2,Sales Executive,4,Single,5160,Y,No,16,3,3,12,2,9,7,7,3
43,0,Travel_Rarely,Research & Development,14,2,Life Sciences,2,Male,4,Research Director,1,Married,17159,Y,No,24,4,3,22,3,4,1,1,0
27,0,Travel_Rarely,Research & Development,5,1,Technical Degree,3,Male,3,Research Director,4,Divorced,12808,Y,Yes,16,3,2,9,3,9,8,0,8
35,0,Travel_Rarely,Research & Development,7,3,Other,3,Male,3,Manufacturing Director,3,Single,10221,Y,No,21,4,2,17,4,8,5,1,6
28,0,Travel_Rarely,Sales,2,4,Marketing,2,Female,2,Sales Executive,2,Married,4779,Y,Yes,20,4,1,8,3,8,7,7,5
34,0,Travel_Rarely,Human Resources,3,2,Human Resources,3,Male,1,Human Resources,4,Married,3737,Y,No,19,3,3,4,1,3,2,0,2
26,1,Travel_Frequently,Research & Development,5,2,Medical,3,Female,1,Research Scientist,3,Married,2366,Y,Yes,14,3,1,8,3,8,7,1,7
27,0,Non-Travel,Research & Development,3,3,Medical,4,Male,1,Research Scientist,4,Married,1706,Y,No,11,3,3,0,2,0,0,0,0
51,0,Travel_Rarely,Sales,26,4,Marketing,1,Female,4,Manager,3,Married,16307,Y,No,14,3,3,29,2,20,6,4,17
44,0,Travel_Rarely,Research & Development,4,3,Medical,4,Male,2,Healthcare Representative,2,Single,5933,Y,No,12,3,4,10,2,5,2,2,3
25,0,Travel_Rarely,Research & Development,2,1,Medical,1,Male,1,Research Scientist,1,Single,3424,Y,No,13,3,3,6,2,4,3,0,1
33,0,Travel_Rarely,Sales,1,3,Medical,1,Male,2,Sales Executive,1,Divorced,4037,Y,No,22,4,1,9,3,9,8,0,8
35,0,Travel_Rarely,Research & Development,27,1,Medical,3,Female,1,Research Scientist,1,Single,2559,Y,No,11,3,4,6,2,6,5,1,1
36,0,Travel_Rarely,Sales,1,2,Life Sciences,2,Male,2,Sales Executive,4,Married,6201,Y,Yes,14,3,4,18,2,18,14,4,11
32,0,Travel_Rarely,Sales,13,4,Life Sciences,2,Male,2,Sales Executive,4,Divorced,4403,Y,No,11,3,3,8,2,5,2,0,3
30,0,Travel_Frequently,Research & Development,5,4,Life Sciences,2,Male,1,Research Scientist,4,Divorced,3761,Y,No,12,3,2,10,2,5,4,0,3
53,0,Travel_Rarely,Sales,7,2,Marketing,1,Female,3,Sales Executive,4,Married,10934,Y,Yes,18,3,4,35,3,5,2,0,4
45,0,Travel_Rarely,Sales,9,3,Marketing,4,Male,3,Sales Executive,1,Divorced,10761,Y,Yes,12,3,3,18,3,5,4,0,2
32,0,Travel_Rarely,Research & Development,8,2,Medical,3,Female,2,Research Scientist,3,Married,5175,Y,No,12,3,3,9,2,5,3,1,3
52,0,Travel_Frequently,Research & Development,25,4,Medical,3,Female,4,Manufacturing Director,4,Married,13826,Y,No,22,4,3,31,3,9,8,0,0
37,0,Travel_Rarely,Sales,16,4,Marketing,4,Male,2,Sales Executive,3,Divorced,6334,Y,No,19,3,4,9,3,1,0,0,0
28,0,Travel_Rarely,Human Resources,8,2,Medical,2,Male,1,Human Resources,4,Divorced,4936,Y,No,13,3,4,6,3,5,1,0,4
22,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,2,Manufacturing Director,4,Married,4775,Y,No,22,4,1,4,1,2,2,2,2
44,0,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Male,1,Laboratory Technician,4,Married,2818,Y,Yes,24,4,3,10,2,3,2,0,2
42,0,Travel_Frequently,Research & Development,2,1,Medical,2,Male,1,Research Scientist,4,Single,2515,Y,Yes,14,3,4,8,3,2,1,2,2
36,0,Travel_Rarely,Human Resources,8,3,Life Sciences,1,Male,1,Human Resources,1,Married,2342,Y,No,21,4,3,6,3,5,4,0,3
25,0,Travel_Rarely,Sales,3,1,Other,3,Male,2,Sales Executive,1,Married,4194,Y,Yes,18,3,4,5,3,5,3,0,3
35,0,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Female,3,Manufacturing Director,3,Married,10685,Y,Yes,20,4,2,17,3,17,14,5,15
35,1,Travel_Frequently,Research & Development,25,4,Life Sciences,4,Female,1,Research Scientist,2,Divorced,2022,Y,Yes,19,3,1,10,2,10,2,7,8
32,0,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,1,Laboratory Technician,4,Divorced,2314,Y,No,12,3,2,4,3,3,0,0,2
25,0,Travel_Rarely,Sales,4,1,Marketing,3,Male,2,Sales Executive,1,Married,4256,Y,No,12,3,1,5,4,5,2,0,3
49,0,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Female,1,Research Scientist,1,Married,3580,Y,No,16,3,2,7,3,4,2,0,2
24,0,Non-Travel,Research & Development,4,1,Life Sciences,1,Male,1,Laboratory Technician,4,Married,3162,Y,No,17,3,4,6,2,5,2,3,4
32,0,Travel_Frequently,Sales,5,2,Life Sciences,2,Male,2,Sales Executive,2,Married,6524,Y,No,14,3,4,10,3,10,8,5,3
38,0,Travel_Rarely,Sales,9,3,Marketing,2,Male,1,Sales Representative,2,Married,2899,Y,No,19,3,4,3,3,2,2,1,2
42,0,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Female,2,Laboratory Technician,4,Married,5231,Y,Yes,13,3,2,17,2,5,3,1,3
31,0,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Male,1,Research Scientist,4,Married,2356,Y,Yes,19,3,2,8,3,6,4,0,2
29,1,Travel_Rarely,Sales,1,3,Medical,2,Female,1,Sales Representative,3,Divorced,2800,Y,Yes,19,3,3,5,3,3,2,0,2
53,0,Travel_Rarely,Sales,8,3,Marketing,1,Male,4,Sales Executive,4,Married,11836,Y,No,14,3,3,28,3,2,0,2,2
35,0,Travel_Rarely,Research & Development,25,3,Technical Degree,4,Male,3,Manufacturing Director,2,Married,10903,Y,No,16,3,1,16,3,13,10,4,8
37,0,Travel_Frequently,Sales,21,2,Medical,3,Female,1,Sales Representative,4,Married,2973,Y,No,15,3,2,10,3,5,4,0,0
53,0,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Female,4,Research Director,4,Single,14275,Y,No,18,3,3,33,3,12,9,3,8
43,0,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Female,2,Healthcare Representative,4,Married,5562,Y,No,13,3,2,12,2,5,2,2,2
47,0,Travel_Rarely,Sales,2,2,Marketing,3,Female,2,Sales Executive,4,Married,4537,Y,Yes,22,4,1,8,3,7,6,7,7
37,0,Non-Travel,Sales,19,2,Medical,1,Male,3,Sales Executive,2,Single,7642,Y,Yes,13,3,4,10,3,10,0,0,9
50,0,Non-Travel,Research & Development,2,4,Life Sciences,1,Male,4,Manager,1,Divorced,17924,Y,No,11,3,4,31,3,31,6,14,7
39,0,Travel_Rarely,Human Resources,2,3,Life Sciences,4,Female,2,Human Resources,4,Married,5204,Y,No,11,3,3,13,3,5,4,0,4
33,0,Travel_Rarely,Human Resources,3,2,Human Resources,4,Male,1,Human Resources,2,Divorced,2277,Y,Yes,11,3,3,7,4,4,3,0,3
32,1,Travel_Rarely,Research & Development,25,4,Life Sciences,1,Male,1,Laboratory Technician,4,Single,2795,Y,Yes,24,4,3,1,1,1,0,0,1
29,0,Travel_Rarely,Research & Development,7,1,Medical,1,Female,1,Laboratory Technician,4,Divorced,2532,Y,No,14,3,3,8,3,4,3,0,3
44,0,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,1,Research Scientist,1,Married,2559,Y,Yes,13,3,4,8,3,8,7,7,1
28,0,Travel_Rarely,Sales,5,4,Medical,1,Male,2,Sales Executive,4,Single,4908,Y,No,14,3,2,4,3,4,2,0,2
58,1,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,1,Laboratory Technician,4,Divorced,2380,Y,Yes,14,3,4,3,2,1,0,0,0
43,0,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,2,Manufacturing Director,2,Divorced,4765,Y,No,21,4,3,4,4,1,0,0,0
20,1,Travel_Rarely,Sales,2,3,Medical,3,Female,1,Sales Representative,3,Single,2044,Y,No,13,3,4,2,2,2,2,0,2
21,1,Travel_Rarely,Research & Development,18,1,Other,4,Female,1,Research Scientist,4,Single,2693,Y,No,19,3,1,1,2,1,0,0,0
36,0,Travel_Rarely,Research & Development,14,1,Life Sciences,3,Male,2,Healthcare Representative,4,Married,6586,Y,Yes,17,3,1,17,2,16,8,4,11
47,0,Travel_Rarely,Sales,2,4,Life Sciences,4,Female,1,Sales Representative,4,Single,3294,Y,Yes,18,3,1,3,2,3,2,1,2
22,1,Travel_Rarely,Research & Development,3,1,Life Sciences,2,Female,2,Manufacturing Director,3,Married,4171,Y,Yes,19,3,1,4,4,3,2,0,2
41,1,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Female,1,Laboratory Technician,4,Divorced,2778,Y,Yes,13,3,3,10,2,7,7,1,0
28,0,Travel_Rarely,Research & Development,9,3,Medical,3,Female,1,Research Scientist,3,Divorced,2377,Y,No,18,3,2,6,3,2,2,2,2
39,1,Travel_Rarely,Research & Development,6,3,Medical,4,Male,1,Laboratory Technician,1,Married,2404,Y,Yes,21,4,4,8,1,2,2,2,2
27,0,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Female,1,Research Scientist,3,Single,2318,Y,No,19,3,3,1,3,1,1,0,0
34,0,Travel_Rarely,Research & Development,10,3,Life Sciences,2,Male,1,Laboratory Technician,2,Divorced,2008,Y,No,14,3,2,1,3,1,0,1,0
42,0,Travel_Rarely,Sales,14,2,Medical,3,Female,2,Sales Executive,3,Single,6244,Y,No,17,3,1,10,3,5,4,0,3
33,0,Travel_Rarely,Research & Development,1,4,Other,3,Male,1,Research Scientist,1,Single,2799,Y,Yes,11,3,2,6,3,3,2,0,2
58,0,Travel_Rarely,Research & Development,5,3,Technical Degree,3,Female,3,Healthcare Representative,2,Divorced,10552,Y,Yes,13,3,4,24,3,6,0,0,4
31,0,Travel_Rarely,Sales,7,4,Life Sciences,2,Male,1,Sales Representative,3,Married,2329,Y,No,15,3,2,13,4,7,7,5,2
35,0,Travel_Rarely,Research & Development,21,1,Life Sciences,4,Female,2,Healthcare Representative,4,Married,4014,Y,Yes,25,4,4,10,1,10,6,0,7
49,0,Travel_Rarely,Research & Development,8,2,Other,1,Female,3,Laboratory Technician,2,Married,7403,Y,No,11,3,3,29,2,26,9,1,7
48,0,Travel_Rarely,Research & Development,20,4,Medical,4,Male,1,Research Scientist,3,Married,2259,Y,No,17,3,1,13,2,0,0,0,0
31,0,Non-Travel,Sales,20,2,Marketing,4,Female,2,Sales Executive,3,Married,6932,Y,No,13,3,4,9,2,9,8,0,0
36,0,Travel_Rarely,Research & Development,7,4,Other,2,Male,1,Research Scientist,4,Single,4678,Y,No,18,3,3,8,3,6,2,0,1
38,0,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Female,3,Research Director,1,Married,13582,Y,No,13,3,2,15,3,15,12,5,11
32,0,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,1,Laboratory Technician,2,Married,2332,Y,No,20,4,3,5,3,3,0,0,2
25,1,Travel_Rarely,Sales,19,2,Marketing,3,Male,1,Sales Representative,2,Married,2413,Y,Yes,18,3,3,1,3,1,0,0,0
40,0,Travel_Rarely,Sales,10,4,Marketing,1,Male,3,Sales Executive,2,Divorced,9705,Y,No,12,3,2,11,2,1,0,0,0
26,0,Travel_Frequently,Sales,1,3,Medical,3,Male,2,Sales Executive,1,Single,4294,Y,No,12,3,2,7,3,7,7,0,7
41,0,Travel_Rarely,Research & Development,6,3,Medical,4,Male,1,Laboratory Technician,1,Single,4721,Y,Yes,13,3,3,20,3,18,13,2,17
36,0,Travel_Rarely,Research & Development,2,4,Medical,3,Male,1,Laboratory Technician,3,Single,2519,Y,No,21,4,3,16,3,11,8,3,9
19,1,Travel_Rarely,Sales,21,3,Other,4,Male,1,Sales Representative,2,Single,2121,Y,Yes,13,3,2,1,4,1,0,0,0
20,1,Travel_Rarely,Research & Development,4,3,Technical Degree,1,Male,1,Laboratory Technician,1,Single,2973,Y,No,19,3,2,1,3,1,0,0,0
31,0,Travel_Rarely,Research & Development,12,3,Medical,4,Female,2,Healthcare Representative,4,Married,5855,Y,Yes,11,3,3,10,1,9,7,8,5
40,0,Travel_Frequently,Research & Development,9,4,Medical,4,Male,1,Research Scientist,2,Divorced,3617,Y,Yes,14,3,4,3,3,1,1,0,0
32,0,Travel_Rarely,Research & Development,3,4,Medical,3,Female,2,Manufacturing Director,1,Married,6725,Y,No,12,3,3,8,4,8,7,6,3
36,1,Travel_Rarely,Sales,3,1,Life Sciences,3,Male,3,Sales Executive,4,Married,10325,Y,Yes,11,3,1,16,3,16,7,3,7
33,0,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Female,2,Healthcare Representative,4,Single,6949,Y,No,14,3,1,6,3,5,0,1,4
37,1,Travel_Rarely,Sales,1,4,Life Sciences,1,Male,3,Sales Executive,3,Married,10609,Y,No,11,3,3,17,1,14,1,11,7
45,0,Non-Travel,Research & Development,4,2,Life Sciences,3,Male,2,Laboratory Technician,2,Married,4447,Y,No,12,3,2,9,2,9,7,0,8
29,0,Travel_Frequently,Sales,20,3,Technical Degree,3,Female,1,Sales Representative,4,Married,2157,Y,No,15,3,2,3,3,3,1,0,2
35,0,Travel_Rarely,Sales,18,3,Medical,3,Female,2,Sales Executive,3,Married,4601,Y,No,16,3,2,5,3,5,2,1,0
52,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,4,Manager,4,Married,17099,Y,No,15,3,2,26,2,9,8,7,8
58,1,Travel_Rarely,Research & Development,2,3,Technical Degree,4,Male,1,Research Scientist,3,Single,2479,Y,No,24,4,1,7,3,1,0,0,0
53,0,Travel_Rarely,Sales,2,2,Medical,3,Male,4,Manager,3,Divorced,14852,Y,No,13,3,3,22,4,17,13,15,2
30,0,Travel_Rarely,Sales,8,2,Other,3,Male,3,Sales Executive,3,Divorced,7264,Y,No,11,3,1,10,4,8,4,7,7
38,0,Non-Travel,Sales,10,3,Technical Degree,3,Female,2,Sales Executive,4,Single,5666,Y,Yes,13,3,2,6,3,5,3,1,3
35,0,Travel_Rarely,Sales,3,4,Life Sciences,4,Male,3,Sales Executive,4,Divorced,7823,Y,No,13,3,2,12,3,10,9,0,8
39,0,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,3,Sales Executive,3,Single,7880,Y,No,18,3,4,9,3,8,7,0,7
40,1,Non-Travel,Sales,24,3,Life Sciences,2,Female,4,Sales Executive,2,Single,13194,Y,Yes,16,3,4,22,2,1,0,0,0
47,0,Travel_Frequently,Research & Development,16,4,Medical,3,Male,2,Manufacturing Director,3,Divorced,5067,Y,Yes,19,3,3,20,4,19,10,2,7
36,0,Non-Travel,Sales,8,4,Technical Degree,1,Male,2,Sales Executive,4,Divorced,5079,Y,No,13,3,4,12,3,7,7,0,7
31,1,Non-Travel,Research & Development,9,2,Medical,3,Male,1,Research Scientist,1,Single,2321,Y,Yes,22,4,1,4,3,3,2,1,2
33,0,Non-Travel,Sales,17,3,Life Sciences,4,Male,4,Manager,3,Single,17444,Y,No,11,3,4,10,3,10,8,6,0
29,1,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Female,1,Research Scientist,1,Single,2404,Y,Yes,20,4,3,3,3,0,0,0,0
33,0,Travel_Rarely,Research & Development,13,1,Life Sciences,2,Female,1,Research Scientist,4,Single,3452,Y,No,18,3,1,5,3,3,2,0,2
45,0,Travel_Rarely,Research & Development,1,4,Medical,4,Female,1,Laboratory Technician,4,Divorced,2270,Y,No,14,3,4,8,3,5,3,0,2
50,0,Travel_Rarely,Research & Development,1,2,Medical,4,Male,4,Research Director,4,Divorced,17399,Y,No,22,4,3,32,2,5,4,1,3
33,0,Travel_Frequently,Research & Development,1,4,Other,3,Female,2,Healthcare Representative,2,Married,5488,Y,Yes,13,3,1,6,3,6,5,1,2
41,0,Travel_Frequently,Research & Development,9,3,Medical,1,Male,5,Research Director,3,Divorced,19419,Y,No,17,3,2,21,4,18,16,0,11
27,0,Travel_Rarely,Research & Development,16,4,Technical Degree,3,Female,1,Laboratory Technician,2,Married,2811,Y,No,14,3,2,4,3,2,2,2,2
45,0,Non-Travel,Research & Development,23,2,Life Sciences,4,Male,2,Laboratory Technician,1,Married,3633,Y,Yes,15,3,3,9,3,9,8,0,8
47,0,Travel_Rarely,Sales,4,2,Life Sciences,4,Female,2,Sales Executive,4,Single,4163,Y,Yes,17,3,3,9,3,9,0,0,7
30,1,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Female,1,Research Scientist,3,Married,2132,Y,Yes,11,3,2,7,3,5,2,0,1
50,0,Travel_Rarely,Research & Development,24,3,Life Sciences,4,Male,4,Manufacturing Director,3,Married,13973,Y,Yes,18,3,4,22,3,12,11,1,5
38,0,Travel_Frequently,Research & Development,10,1,Medical,3,Male,1,Research Scientist,3,Married,2684,Y,No,17,3,2,3,2,2,1,0,2
46,0,Travel_Rarely,Research & Development,7,2,Medical,4,Male,3,Manufacturing Director,3,Divorced,10845,Y,No,13,3,2,13,3,8,7,0,7
24,0,Travel_Rarely,Research & Development,17,1,Medical,4,Female,2,Manufacturing Director,3,Divorced,4377,Y,No,15,3,2,5,3,4,2,3,2
35,1,Travel_Rarely,Research & Development,14,4,Other,3,Male,1,Laboratory Technician,2,Divorced,3743,Y,Yes,24,4,4,5,1,4,2,0,2
31,0,Travel_Frequently,Research & Development,1,1,Life Sciences,3,Female,2,Manufacturing Director,1,Married,4148,Y,No,12,3,3,4,3,4,3,0,3
18,0,Non-Travel,Research & Development,5,2,Life Sciences,2,Male,1,Research Scientist,4,Single,1051,Y,No,15,3,4,0,3,0,0,0,0
54,0,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Female,3,Manufacturing Director,3,Married,10739,Y,No,11,3,3,22,3,10,7,0,8
35,0,Travel_Rarely,Research & Development,25,4,Medical,3,Female,3,Healthcare Representative,3,Divorced,10388,Y,Yes,11,3,3,16,2,16,10,10,1
30,0,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,3,Research Director,1,Married,11416,Y,Yes,12,3,3,9,2,8,7,1,7
20,1,Travel_Rarely,Research & Development,11,3,Medical,4,Female,1,Research Scientist,1,Single,2600,Y,Yes,15,3,1,1,3,1,0,0,0
30,1,Travel_Frequently,Research & Development,5,3,Medical,2,Female,1,Laboratory Technician,2,Single,2422,Y,No,17,3,1,4,3,3,2,1,2
26,0,Travel_Rarely,Research & Development,2,2,Medical,4,Male,2,Manufacturing Director,4,Married,5472,Y,No,12,3,2,8,3,8,7,1,3
22,0,Travel_Rarely,Research & Development,8,1,Life Sciences,2,Male,1,Laboratory Technician,1,Married,2451,Y,No,15,3,1,4,2,4,3,1,1
48,0,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,2,Healthcare Representative,3,Single,4240,Y,No,13,3,4,19,3,2,2,2,2
48,0,Travel_Rarely,Research & Development,4,4,Life Sciences,3,Male,3,Healthcare Representative,3,Single,10999,Y,No,14,3,2,27,3,15,11,4,8
41,0,Travel_Rarely,Research & Development,7,2,Medical,4,Female,2,Manufacturing Director,3,Single,5003,Y,No,14,3,2,8,3,2,2,2,1
39,0,Travel_Rarely,Research & Development,1,1,Life Sciences,4,Female,4,Manufacturing Director,4,Married,12742,Y,No,16,3,3,21,3,21,6,11,8
